edition,round,score,home_team,away_team,url,city,year,home_result,away_result,result,date
1994-USA,qualification,2-1 (1-1),Hong Kong,Bahrain,1994_USA_PR.htm,Beirut,1993,2.0,1.0,Hong Kong,
1994-USA,qualification,3-0 (1-0),Bangladesh,Sri Lanka,1994_USA_PR.htm,Dubai,1993,3.0,0.0,Bangladesh,
1994-USA,qualification,1-1 (0-0),United Arab Emirates,Japan,1994_USA_PR.htm,Al-Ain,1993,1.0,1.0,draw,
1994-USA,qualification,1-2 (1-1),Canada,Mexico,1994_USA_PR.htm,Toronto,1993,1.0,2.0,Mexico,
1994-USA,qualification,2-1 (2-0),El Salvador,Honduras,1994_USA_PR.htm,San_Salvador,1993,2.0,1.0,El Salvador,
1994-USA,qualification,0-0 (0-0),Bahrain,South Korea,1994_USA_PR.htm,Beirut,1993,0.0,0.0,draw,
1994-USA,qualification,2-2 (1-2),Lebanon,Hong Kong,1994_USA_PR.htm,Beirut,1993,2.0,2.0,draw,
1994-USA,qualification,1-2 (0-1),India,Hong Kong,1994_USA_PR.htm,Beirut,1993,1.0,2.0,Hong Kong,
1994-USA,qualification,0-1 (0-1),Lebanon,South Korea,1994_USA_PR.htm,Beirut,1993,0.0,1.0,South Korea,
1994-USA,qualification,0-1 (0-1),Estonia,Malta,1994_USA_PR.htm,Tallinn,1993,0.0,1.0,Malta,
1994-USA,qualification,2-2 (1-0),Bulgaria,Israel,1994_USA_PR.htm,Sofija,1993,2.0,2.0,draw,
1994-USA,qualification,3-1 (2-0),Finland,Austria,1994_USA_PR.htm,Turku,1993,3.0,1.0,Finland,
1994-USA,qualification,0-0 (0-0),Lebanon,Bahrain,1994_USA_PR.htm,Beirut,1993,0.0,0.0,draw,
1994-USA,qualification,0-3 (0-1),India,South Korea,1994_USA_PR.htm,Beirut,1993,0.0,3.0,South Korea,
1994-USA,qualification,2-0 (0-0),Kuwait,Malaysia,1994_USA_PR.htm,Riyadh,1993,2.0,0.0,Kuwait,
1994-USA,qualification,8-0 (5-0),Saudi Arabia,Macao,1994_USA_PR.htm,Riyadh,1993,8.0,0.0,Saudi Arabia,
1994-USA,qualification,0-0 (0-0),Latvia,Albania,1994_USA_PR.htm,Riga,1993,0.0,0.0,draw,
1994-USA,qualification,0-3 (0-1),Hong Kong,South Korea,1994_USA_PR.htm,Beirut,1993,0.0,3.0,South Korea,
1994-USA,qualification,2-1 (2-0),Bahrain,India,1994_USA_PR.htm,Beirut,1993,2.0,1.0,Bahrain,
1994-USA,qualification,8-0 (2-0),Kuwait,Macao,1994_USA_PR.htm,Riyadh,1993,8.0,0.0,Kuwait,
1994-USA,qualification,3-0 (1-0),Saudi Arabia,Malaysia,1994_USA_PR.htm,Riyadh,1993,3.0,0.0,Saudi Arabia,
1994-USA,qualification,0-5 (0-2),Macao,Malaysia,1994_USA_PR.htm,Riyadh,1993,0.0,5.0,Malaysia,
1994-USA,qualification,2-0 (1-0),Saudi Arabia,Kuwait,1994_USA_PR.htm,Riyadh,1993,2.0,0.0,Saudi Arabia,
1994-USA,qualification,0-3 (0-1),Estonia,Scotland,1994_USA_PR.htm,Tallinn,1993,0.0,3.0,Scotland,
1994-USA,qualification,0-3 (0-0),San Marino,Poland,1994_USA_PR.htm,Serravalle,1993,0.0,3.0,Poland,
1994-USA,qualification,1-0 (0-0),Sweden,Austria,1994_USA_PR.htm,Stockholm,1993,1.0,0.0,Sweden,
1994-USA,qualification,1-1 (0-1),Luxembourg,Iceland,1994_USA_PR.htm,Luxembourg,1993,1.0,1.0,draw,
1994-USA,qualification,3-0 (1-0),Belgium,Faroe Islands,1994_USA_PR.htm,Bruxelles,1993,3.0,0.0,Belgium,
1994-USA,qualification,1-1 (0-0),Jordan,Yemen,1994_USA_PR.htm,Irbid,1993,1.0,1.0,draw,
1994-USA,qualification,0-5 (0-1),Pakistan,China,1994_USA_PR.htm,Irbid,1993,0.0,5.0,China,
1994-USA,qualification,1-1 (0-1),Russia,Greece,1994_USA_PR.htm,Moskva,1993,1.0,1.0,draw,
1994-USA,qualification,1-1 (1-0),Jordan,Iraq,1994_USA_PR.htm,Irbid,1993,1.0,1.0,draw,
1994-USA,qualification,5-1 (1-1),Yemen,Pakistan,1994_USA_PR.htm,Irbid,1993,5.0,1.0,Yemen,
1994-USA,qualification,0-1 (0-1),Lithuania,Northern Ireland,1994_USA_PR.htm,Vilnius,1993,0.0,1.0,Northern Ireland,
1994-USA,qualification,1-2 (1-1),Albania,Ireland,1994_USA_PR.htm,TiranA<<,1993,1.0,2.0,Ireland,
1994-USA,qualification,0-3 (0-0),Jordan,China,1994_USA_PR.htm,Irbid,1993,0.0,3.0,China,
1994-USA,qualification,1-6 (1-3),Yemen,Iraq,1994_USA_PR.htm,Irbid,1993,1.0,6.0,Iraq,
1994-USA,qualification,0-8 (0-4),Pakistan,Iraq,1994_USA_PR.htm,Irbid,1993,0.0,8.0,Iraq,
1994-USA,qualification,1-0 (0-0),Yemen,China,1994_USA_PR.htm,Irbid,1993,1.0,0.0,Yemen,
1994-USA,qualification,1-1 (1-0),Poland,England,1994_USA_PR.htm,ChorzA3w,1993,1.0,1.0,draw,
1994-USA,qualification,3-1 (1-0),Jordan,Pakistan,1994_USA_PR.htm,Irbid,1993,3.0,1.0,Jordan,
1994-USA,qualification,1-0 (0-0),Iraq,China,1994_USA_PR.htm,Irbid,1993,1.0,0.0,Iraq,
1994-USA,qualification,0-1 (0-0),New Zealand,Australia,1994_USA_PR.htm,Auckland,1993,0.0,1.0,Australia,
1994-USA,qualification,3-1 (2-0),Scotland,Estonia,1994_USA_PR.htm,Aberdeen,1993,3.0,1.0,Scotland,
1994-USA,qualification,2-0 (1-0),Norway,England,1994_USA_PR.htm,Oslo,1993,2.0,0.0,Norway,
1994-USA,qualification,4-0 (4-0),Denmark,Albania,1994_USA_PR.htm,"KA,benhavn",1993,4.0,0.0,Denmark,
1994-USA,qualification,1-2 (0-2),Latvia,Northern Ireland,1994_USA_PR.htm,Riga,1993,1.0,2.0,Northern Ireland,
1994-USA,qualification,0-2 (0-0),Lithuania,Spain,1994_USA_PR_GD.htm#WC-94-I-9,Vilnius,1993,0.0,2.0,Spain,
1994-USA,qualification,5-2 (2-1),Czech Republic,Romania,1994_USA_PR.htm,KoA!ice,1993,5.0,2.0,Czech Republic,
1994-USA,qualification,1-1 (1-1),Iceland,Russia,1994_USA_PR.htm,ReykjavAk,1993,1.0,1.0,draw,
1994-USA,qualification,5-0 (2-0),Sweden,Israel,1994_USA_PR.htm,Stockholm,1993,5.0,0.0,Sweden,
1994-USA,qualification,4-1 (1-1),South Korea,Hong Kong,1994_USA_PR.htm,Seoul,1993,4.0,1.0,South Korea,
1994-USA,qualification,0-0 (0-0),Bahrain,Lebanon,1994_USA_PR.htm,Seoul,1993,0.0,0.0,draw,
1994-USA,qualification,0-3 (0-2),Faroe Islands,Wales,1994_USA_PR.htm,ToftAr,1993,0.0,3.0,Wales,
1994-USA,qualification,3-0 (2-0),Australia,New Zealand,1994_USA_PR.htm,Melbourne,1993,3.0,0.0,Australia,
1994-USA,qualification,0-3 (0-1),India,Bahrain,1994_USA_PR.htm,Seoul,1993,0.0,3.0,Bahrain,
1994-USA,qualification,2-0 (1-0),South Korea,Lebanon,1994_USA_PR.htm,Seoul,1993,2.0,0.0,South Korea,
1994-USA,qualification,0-0 (0-0),Netherlands,Norway,1994_USA_PR.htm,Rotterdam,1993,0.0,0.0,draw,
1994-USA,qualification,0-2 (0-2),Latvia,Ireland,1994_USA_PR.htm,Riga,1993,0.0,2.0,Ireland,
1994-USA,qualification,1-2 (1-1),Hong Kong,Lebanon,1994_USA_PR.htm,Seoul,1993,1.0,2.0,Lebanon,
1994-USA,qualification,7-0 (4-0),South Korea,India,1994_USA_PR.htm,Seoul,1993,7.0,0.0,South Korea,
1994-USA,qualification,1-2 (1-1),India,Lebanon,1994_USA_PR.htm,Seoul,1993,1.0,2.0,Lebanon,
1994-USA,qualification,3-0 (1-0),Bahrain,Hong Kong,1994_USA_PR.htm,Seoul,1993,3.0,0.0,Bahrain,
1994-USA,qualification,1-1 (0-0),Yemen,Jordan,1994_USA_PR.htm,Chengdu,1993,1.0,1.0,draw,
1994-USA,qualification,3-0 (0-0),China,Pakistan,1994_USA_PR.htm,Chengdu,1993,3.0,0.0,China,
1994-USA,qualification,3-0 (0-0),South Korea,Bahrain,1994_USA_PR.htm,Seoul,1993,3.0,0.0,South Korea,
1994-USA,qualification,1-3 (0-1),Hong Kong,India,1994_USA_PR.htm,Seoul,1993,1.0,3.0,India,
1994-USA,qualification,4-0 (3-0),Iraq,Jordan,1994_USA_PR.htm,Chengdu,1993,4.0,0.0,Iraq,
1994-USA,qualification,0-3 (0-1),Pakistan,Yemen,1994_USA_PR.htm,Chengdu,1993,0.0,3.0,Yemen,
1994-USA,qualification,0-1 (0-1),Lithuania,Ireland,1994_USA_PR.htm,Vilnius,1993,0.0,1.0,Ireland,
1994-USA,qualification,0-3 (0-3),Faroe Islands,Czech Republic,1994_USA_PR.htm,ToftAr,1993,0.0,3.0,Czech Republic,
1994-USA,qualification,2-0 (1-0),Iceland,Hungary,1994_USA_PR.htm,ReykjavAk,1993,2.0,0.0,Iceland,
1994-USA,qualification,0-0 (0-0),Finland,Israel,1994_USA_PR.htm,Lahti,1993,0.0,0.0,draw,
1994-USA,qualification,4-1 (1-0),China,Jordan,1994_USA_PR.htm,Chengdu,1993,4.0,1.0,China,
1994-USA,qualification,3-0 (0-0),Iraq,Yemen,1994_USA_PR.htm,Chengdu,1993,3.0,0.0,Iraq,
1994-USA,qualification,4-0 (2-0),Iraq,Pakistan,1994_USA_PR.htm,Chengdu,1993,4.0,0.0,Iraq,
1994-USA,qualification,1-0 (0-0),China,Yemen,1994_USA_PR.htm,Chengdu,1993,1.0,0.0,China,
1994-USA,qualification,4-0 (3-0),Portugal,Malta,1994_USA_PR.htm,Porto,1993,4.0,0.0,Portugal,
1994-USA,qualification,0-5 (0-4),Pakistan,Jordan,1994_USA_PR.htm,Chengdu,1993,0.0,5.0,Jordan,
1994-USA,qualification,2-1 (0-0),China,Iraq,1994_USA_PR.htm,Chengdu,1993,2.0,1.0,China,
1994-USA,qualification,0-0 (0-0),Iran,Oman,1994_USA_PR.htm,Tehran,1993,0.0,0.0,draw,
1994-USA,qualification,0-2 (0-2),Taiwan,Syria,1994_USA_PR.htm,Tehran,1993,0.0,2.0,Syria,
1994-USA,qualification,0-0 (0-0),Oman,Syria,1994_USA_PR.htm,Tehran,1993,0.0,0.0,draw,
1994-USA,qualification,6-0 (3-0),Iran,Taiwan,1994_USA_PR.htm,Tehran,1993,6.0,0.0,Iran,
1994-USA,qualification,2-1 (2-0),Oman,Taiwan,1994_USA_PR.htm,Tehran,1993,2.0,1.0,Oman,
1994-USA,qualification,1-1 (0-0),Iran,Syria,1994_USA_PR.htm,Tehran,1993,1.0,1.0,draw,
1994-USA,qualification,0-1 (0-1),Oman,Iran,1994_USA_PR.htm,Damascus,1993,0.0,1.0,Iran,
1994-USA,qualification,8-1 (6-1),Syria,Taiwan,1994_USA_PR.htm,Damascus,1993,8.0,1.0,Syria,
1994-USA,qualification,4-1 (3-1),Nigeria,Algeria,1994_USA_PR.htm,Lagos,1993,4.0,1.0,Nigeria,
1994-USA,qualification,2-1 (0-1),Zambia,Morocco,1994_USA_PR.htm,Lusaka,1993,2.0,1.0,Zambia,
1994-USA,qualification,1-0 (0-0),Zimbabwe,Cameroon,1994_USA_PR.htm,Harare,1993,1.0,0.0,Zimbabwe,
1994-USA,qualification,2-1 (0-1),Syria,Oman,1994_USA_PR.htm,Damascus,1993,2.0,1.0,Syria,
1994-USA,qualification,0-6 (0-4),Taiwan,Iran,1994_USA_PR.htm,Damascus,1993,0.0,6.0,Iran,
1994-USA,qualification,1-7 (0-3),Taiwan,Oman,1994_USA_PR.htm,Damascus,1993,1.0,7.0,Oman,
1994-USA,qualification,1-1 (0-1),Syria,Iran,1994_USA_PR.htm,Damascus,1993,1.0,1.0,draw,
1994-USA,qualification,1-3 (0-1),Senegal,Morocco,1994_USA_PR.htm,Dakar,1993,1.0,3.0,Morocco,
1994-USA,qualification,0-0 (0-0),Ecuador,Brazil,1994_USA_PR.htm,Guayaquil,1993,0.0,0.0,draw,
1994-USA,qualification,1-7 (1-3),Venezuela,Bolivia,1994_USA_PR.htm,Puerto_Ordaz,1993,1.0,7.0,Bolivia,
1994-USA,qualification,1-0 (0-0),Ivory Coast,Algeria,1994_USA_PR.htm,Abidjan,1993,1.0,0.0,Ivory Coast,
1994-USA,qualification,0-1 (0-1),Guinea,Cameroon,1994_USA_PR.htm,Conakry,1993,0.0,1.0,Cameroon,
1994-USA,qualification,2-0 (0-0),Bolivia,Brazil,1994_USA_PR.htm,La_Paz,1993,2.0,0.0,Bolivia,
1994-USA,qualification,0-1 (0-0),Venezuela,Uruguay,1994_USA_PR.htm,San_CristA3bal,1993,0.0,1.0,Uruguay,
1994-USA,qualification,2-1 (0-1),Canada,Australia,1994_USA_PR.htm,Edmonton,1993,2.0,1.0,Canada,
1994-USA,qualification,0-0 (0-0),Colombia,Paraguay,1994_USA_PR.htm,Barranquilla,1993,0.0,0.0,draw,
1994-USA,qualification,0-1 (0-1),Peru,Argentina,1994_USA_PR.htm,Lima,1993,0.0,1.0,Argentina,
1994-USA,qualification,1-5 (0-1),Venezuela,Brazil,1994_USA_PR.htm,San_CristA3bal,1993,1.0,5.0,Brazil,
1994-USA,qualification,0-0 (0-0),Uruguay,Ecuador,1994_USA_PR.htm,Montevideo,1993,0.0,0.0,draw,
1994-USA,qualification,0-0 (0-0),Senegal,Zambia,1994_USA_PR.htm,Dakar,1993,0.0,0.0,draw,
1994-USA,qualification,1-3 (1-1),Paraguay,Argentina,1994_USA_PR.htm,AsunciA3n,1993,1.0,3.0,Argentina,
1994-USA,qualification,0-1 (0-1),Peru,Colombia,1994_USA_PR.htm,Lima,1993,0.0,1.0,Colombia,
1994-USA,qualification,5-0 (2-0),Ecuador,Venezuela,1994_USA_PR.htm,Quito,1993,5.0,0.0,Ecuador,
1994-USA,qualification,3-1 (0-0),Bolivia,Uruguay,1994_USA_PR.htm,La_Paz,1993,3.0,1.0,Bolivia,
1994-USA,qualification,2-1 (2-1),Paraguay,Peru,1994_USA_PR.htm,AsunciA3n,1993,2.0,1.0,Paraguay,
1994-USA,qualification,2-1 (1-0),Colombia,Argentina,1994_USA_PR.htm,Barranquilla,1993,2.0,1.0,Colombia,
1994-USA,qualification,1-0 (1-0),Bolivia,Ecuador,1994_USA_PR.htm,La_Paz,1993,1.0,0.0,Bolivia,
1994-USA,qualification,1-1 (0-1),Uruguay,Brazil,1994_USA_PR.htm,Montevideo,1993,1.0,1.0,draw,
1994-USA,qualification,2-1 (1-0) (p.k.),Australia,Canada,1994_USA_PR.htm,Sydney,1993,2.0,1.0,Australia,
1994-USA,qualification,1-1 (0-0),Sweden,France,1994_USA_PR.htm,Stockholm,1993,1.0,1.0,draw,
1994-USA,qualification,2-1 (2-0),Argentina,Peru,1994_USA_PR.htm,Buenos Aires,1993,2.0,1.0,Argentina,
1994-USA,qualification,1-1 (0-1),Paraguay,Colombia,1994_USA_PR.htm,AsunciA3n,1993,1.0,1.0,draw,
1994-USA,qualification,7-0 (1-0),Bolivia,Venezuela,1994_USA_PR.htm,La_Paz,1993,7.0,0.0,Bolivia,
1994-USA,qualification,2-0 (1-0),Brazil,Ecuador,1994_USA_PR.htm,SAPSo_Paulo,1993,2.0,0.0,Brazil,
1994-USA,qualification,4-0 (2-0),Denmark,Lithuania,1994_USA_PR.htm,"KA,benhavn",1993,4.0,0.0,Denmark,
1994-USA,qualification,3-0 (2-0),Austria,Finland,1994_USA_PR.htm,Vienna,1993,3.0,0.0,Austria,
1994-USA,qualification,0-0 (0-0),Argentina,Paraguay,1994_USA_PR.htm,Buenos Aires,1993,0.0,0.0,draw,
1994-USA,qualification,4-0 (2-0),Colombia,Peru,1994_USA_PR.htm,Barranquilla,1993,4.0,0.0,Colombia,
1994-USA,qualification,4-0 (3-0),Uruguay,Venezuela,1994_USA_PR.htm,Montevideo,1993,4.0,0.0,Uruguay,
1994-USA,qualification,6-0 (5-0),Brazil,Bolivia,1994_USA_PR.htm,Recife,1993,6.0,0.0,Brazil,
1994-USA,qualification,0-2 (0-0),Estonia,Portugal,1994_USA_PR.htm,Tallinn,1993,0.0,2.0,Portugal,
1994-USA,qualification,2-2 (1-0),Peru,Paraguay,1994_USA_PR.htm,Lima,1993,2.0,2.0,draw,
1994-USA,qualification,0-5 (0-1),Argentina,Colombia,1994_USA_PR.htm,Buenos Aires,1993,0.0,5.0,Colombia,
1994-USA,qualification,4-0 (3-0),Brazil,Venezuela,1994_USA_PR.htm,Belo Horizonte,1993,4.0,0.0,Brazil,
1994-USA,qualification,0-1 (0-0),Ecuador,Uruguay,1994_USA_PR.htm,Guayaquil,1993,0.0,1.0,Uruguay,
1994-USA,qualification,1-1 (0-0),Scotland,Switzerland,1994_USA_PR.htm,Aberdeen,1993,1.0,1.0,draw,
1994-USA,qualification,3-0 (1-0),England,Poland,1994_USA_PR.htm,London,1993,3.0,0.0,England,
1994-USA,qualification,0-1 (0-0),Albania,Denmark,1994_USA_PR.htm,TiranA<<,1993,0.0,1.0,Denmark,
1994-USA,qualification,2-0 (2-0),Ireland,Lithuania,1994_USA_PR.htm,Dublin,1993,2.0,0.0,Ireland,
1994-USA,qualification,2-0 (1-0),Northern Ireland,Latvia,1994_USA_PR.htm,Belfast,1993,2.0,0.0,Northern Ireland,
1994-USA,qualification,2-2 (2-1),Wales,Czech Republic,1994_USA_PR.htm,Cardiff,1993,2.0,2.0,draw,
1994-USA,qualification,0-4 (0-1),Faroe Islands,Romania,1994_USA_PR.htm,ToftAr,1993,0.0,4.0,Romania,
1994-USA,qualification,1-3 (1-1),Hungary,Russia,1994_USA_PR.htm,Budapest,1993,1.0,3.0,Russia,
1994-USA,qualification,1-0 (0-0),Iceland,Luxembourg,1994_USA_PR.htm,ReykjavAk,1993,1.0,0.0,Iceland,
1994-USA,qualification,0-2 (0-0),Finland,France,1994_USA_PR.htm,Tampere,1993,0.0,2.0,France,
1994-USA,qualification,1-1 (1-1),Bulgaria,Sweden,1994_USA_PR.htm,Sofija,1993,1.0,1.0,draw,
1994-USA,qualification,2-1 (2-1),Uruguay,Bolivia,1994_USA_PR.htm,Montevideo,1993,2.0,1.0,Uruguay,
1994-USA,qualification,2-1 (1-1),Venezuela,Ecuador,1994_USA_PR.htm,Ciudad Guayana,1993,2.0,1.0,Venezuela,
1994-USA,qualification,1-1 (0-1),Ecuador,Bolivia,1994_USA_PR.htm,Guayaquil,1993,1.0,1.0,draw,
1994-USA,qualification,2-0 (0-0),Brazil,Uruguay,1994_USA_PR.htm,Rio de Janeiro,1993,2.0,0.0,Brazil,
1994-USA,qualification,0-3 (0-1),Estonia,Italy,1994_USA_PR.htm,Tallinn,1993,0.0,3.0,Italy,
1994-USA,qualification,1-0 (0-0),Norway,Poland,1994_USA_PR.htm,Oslo,1993,1.0,0.0,Norway,
1994-USA,qualification,0-7 (0-3),San Marino,Netherlands,1994_USA_PR.htm,Bologna,1993,0.0,7.0,Netherlands,
1994-USA,qualification,1-5 (1-3),Albania,Spain,1994_USA_PR_GD.htm#WC-94-I-10,TiranA<<,1993,1.0,5.0,Spain,
1994-USA,qualification,4-1 (2-0),Nigeria,Ivory Coast,1994_USA_PR.htm,Lagos,1993,4.0,1.0,Nigeria,
1994-USA,qualification,4-0 (1-0),Zambia,Senegal,1994_USA_PR.htm,Lusaka,1993,4.0,0.0,Zambia,
1994-USA,qualification,1-0 (1-0),Zimbabwe,Guinea,1994_USA_PR.htm,Harare,1993,1.0,0.0,Zimbabwe,
1994-USA,qualification,1-1 (0-1),Algeria,Nigeria,1994_USA_PR.htm,Algiers,1993,1.0,1.0,draw,
1994-USA,qualification,1-0 (0-0),Morocco,Zambia,1994_USA_PR.htm,Casablanca,1993,1.0,0.0,Morocco,
1994-USA,qualification,3-1 (2-0),Cameroon,Zimbabwe,1994_USA_PR.htm,YaoundA(c),1993,3.0,1.0,Cameroon,
1994-USA,qualification,1-3 (0-1),Luxembourg,Greece,1994_USA_PR.htm,Luxembourg,1993,1.0,3.0,Greece,
1994-USA,qualification,1-0 (1-0),Portugal,Switzerland,1994_USA_PR.htm,Porto,1993,1.0,0.0,Portugal,
1994-USA,qualification,3-1 (2-1),Italy,Scotland,1994_USA_PR.htm,Roma,1993,3.0,1.0,Italy,
1994-USA,qualification,2-0 (0-0),Netherlands,England,1994_USA_PR.htm,Rotterdam,1993,2.0,0.0,Netherlands,
1994-USA,qualification,0-3 (0-0),Poland,Norway,1994_USA_PR.htm,PoznaA,1993,0.0,3.0,Norway,
1994-USA,qualification,1-0 (0-0),Denmark,Northern Ireland,1994_USA_PR.htm,"KA,benhavn",1993,1.0,0.0,Denmark,
1994-USA,qualification,1-3 (0-3),Ireland,Spain,1994_USA_PR_GD.htm#WC-94-I-11,Dublin,1993,1.0,3.0,Spain,
1994-USA,qualification,2-1 (0-0),Romania,Belgium,1994_USA_PR.htm,Bucharest,1993,2.0,1.0,Romania,
1994-USA,qualification,2-0 (0-0),Wales,Cyprus,1994_USA_PR.htm,Cardiff,1993,2.0,0.0,Wales,
1994-USA,qualification,4-1 (2-0),Bulgaria,Austria,1994_USA_PR.htm,Sofija,1993,4.0,1.0,Bulgaria,
1994-USA,qualification,2-3 (2-1),France,Israel,1994_USA_PR.htm,Paris,1993,2.0,3.0,Israel,
1994-USA,qualification,3-2 (2-1),Sweden,Finland,1994_USA_PR.htm,Stockholm,1993,3.0,2.0,Sweden,
1994-USA,qualification,3-2 (0-1),North Korea,Iraq,1994_USA_PR.htm,Doha,1993,3.0,2.0,North Korea,
1994-USA,qualification,0-0 (0-0),Saudi Arabia,Japan,1994_USA_PR.htm,Doha,1993,0.0,0.0,draw,
1994-USA,qualification,0-3 (0-1),Iran,South Korea,1994_USA_PR.htm,Doha,1993,0.0,3.0,South Korea,
1994-USA,qualification,1-2 (0-0),North Korea,Saudi Arabia,1994_USA_PR.htm,Doha,1993,1.0,2.0,Saudi Arabia,
1994-USA,qualification,1-2 (0-1),Japan,Iran,1994_USA_PR.htm,Doha,1993,1.0,2.0,Iran,
1994-USA,qualification,2-2 (1-1),Iraq,South Korea,1994_USA_PR.htm,Doha,1993,2.0,2.0,draw,
1994-USA,qualification,0-3 (0-1),North Korea,Japan,1994_USA_PR.htm,Doha,1993,0.0,3.0,Japan,
1994-USA,qualification,1-2 (1-2),Iran,Iraq,1994_USA_PR.htm,Doha,1993,1.0,2.0,Iraq,
1994-USA,qualification,1-1 (0-0),South Korea,Saudi Arabia,1994_USA_PR.htm,Doha,1993,1.0,1.0,draw,
1994-USA,qualification,1-1 (1-1),Iraq,Saudi Arabia,1994_USA_PR.htm,Doha,1993,1.0,1.0,draw,
1994-USA,qualification,1-0 (0-0),Japan,South Korea,1994_USA_PR.htm,Doha,1993,1.0,0.0,Japan,
1994-USA,qualification,2-1 (0-1),Iran,North Korea,1994_USA_PR.htm,Doha,1993,2.0,1.0,Iran,
1994-USA,qualification,2-1 (0-1),Turkey,Poland,1994_USA_PR.htm,Adegstanbul,1993,2.0,1.0,Turkey,
1994-USA,qualification,3-0 (2-0),Czech Republic,Cyprus,1994_USA_PR.htm,KoA!ice,1993,3.0,0.0,Czech Republic,
1994-USA,qualification,1-0 (1-0),Hungary,Luxembourg,1994_USA_PR.htm,Budapest,1993,1.0,0.0,Hungary,
1994-USA,qualification,1-1 (1-1),Israel,Austria,1994_USA_PR.htm,Tel Aviv,1993,1.0,1.0,draw,
1994-USA,qualification,3-0 (0-0),South Korea,North Korea,1994_USA_PR.htm,Doha,1993,3.0,0.0,South Korea,
1994-USA,qualification,4-3 (2-1),Saudi Arabia,Iran,1994_USA_PR.htm,Doha,1993,4.0,3.0,Saudi Arabia,
1994-USA,qualification,2-2 (0-1),Iraq,Japan,1994_USA_PR.htm,Doha,1993,2.0,2.0,draw,
1994-USA,qualification,1-1 (1-1),Australia,Argentina,1994_USA_PR.htm,Sydney,1993,1.0,1.0,draw,
1994-USA,qualification,3-0 (2-0),Portugal,Estonia,1994_USA_PR.htm,Porto,1993,3.0,0.0,Portugal,
1994-USA,qualification,2-1 (2-0),Turkey,Norway,1994_USA_PR.htm,Adegstanbul,1993,2.0,1.0,Turkey,
1994-USA,qualification,1-1 (0-0),Austria,Sweden,1994_USA_PR.htm,Vienna,1993,1.0,1.0,draw,
1994-USA,qualification,1-3 (0-0),Israel,Finland,1994_USA_PR.htm,Tel Aviv,1993,1.0,3.0,Finland,
1994-USA,qualification,1-0 (0-0),Italy,Portugal,1994_USA_PR.htm,Milan,1993,1.0,0.0,Italy,
1994-USA,qualification,0-2 (0-1),Malta,Scotland,1994_USA_PR.htm,Valletta,1993,0.0,2.0,Scotland,
1994-USA,qualification,4-0 (3-0),Switzerland,Estonia,1994_USA_PR.htm,Zurich,1993,4.0,0.0,Switzerland,
1994-USA,qualification,1-7 (1-3),San Marino,England,1994_USA_PR.htm,Bologna,1993,1.0,7.0,England,
1994-USA,qualification,1-3 (1-1),Poland,Netherlands,1994_USA_PR.htm,PoznaA,1993,1.0,3.0,Netherlands,
1994-USA,qualification,1-1 (0-0),Northern Ireland,Ireland,1994_USA_PR.htm,Belfast,1993,1.0,1.0,draw,
1994-USA,qualification,1-0 (0-0),Spain,Denmark,1994_USA_PR_GD.htm#WC-94-I-12,Sevilla,1993,1.0,0.0,Spain,
1994-USA,qualification,1-2 (0-1),Wales,Romania,1994_USA_PR.htm,Cardiff,1993,1.0,2.0,Romania,
1994-USA,qualification,0-0 (0-0),Belgium,Czech Republic,1994_USA_PR.htm,Bruxelles,1993,0.0,0.0,draw,
1994-USA,qualification,1-0 (0-0),Greece,Russia,1994_USA_PR.htm,Athens,1993,1.0,0.0,Greece,
1994-USA,qualification,1-2 (1-1),France,Bulgaria,1994_USA_PR.htm,Paris,1993,1.0,2.0,Bulgaria,
1994-USA,qualification,1-0 (0-0),Argentina,Australia,1994_USA_PR.htm,Buenos Aires,1993,1.0,0.0,Argentina,
1994-USA,group_stage,1-0 (0-0),Germany,Bolivia,1994_USA_FS.htm#477-WC-94-I,Chicago,1994,1.0,0.0,Germany,
1994-USA,group_stage,2-2 (0-0),Spain,South Korea,1994_USA_FS.htm#478-WC-94-I,Dallas,1994,2.0,2.0,draw,
1994-USA,group_stage,0-1 (0-1),Italy,Ireland,1994_USA_FS.htm#489-WC-94-I,New_York,1994,0.0,1.0,Ireland,
1994-USA,group_stage,1-3 (1-2),Colombia,Romania,1994_USA_FS.htm#465-WC-94-I,Los Angeles,1994,1.0,3.0,Romania,
1994-USA,group_stage,1-1 (1-1),United States,Switzerland,1994_USA_FS.htm#466-WC-94-I,Detroit,1994,1.0,1.0,draw,
1994-USA,group_stage,1-0 (1-0),Belgium,Morocco,1994_USA_FS.htm#495-WC-94-I,Orlando,1994,1.0,0.0,Belgium,
1994-USA,group_stage,1-0 (0-0),Norway,Mexico,1994_USA_FS.htm#490-WC-94-I,Washington,1994,1.0,0.0,Norway,
1994-USA,group_stage,2-2 (1-1),Cameroon,Sweden,1994_USA_FS.htm#471-WC-94-I,Los Angeles,1994,2.0,2.0,draw,
1994-USA,group_stage,2-1 (0-1),Netherlands,Saudi Arabia,1994_USA_FS.htm#496-WC-94-I,Washington,1994,2.0,1.0,Netherlands,
1994-USA,group_stage,2-0 (1-0),Brazil,Russia,1994_USA_FS.htm#472-WC-94-I,San_Francisco,1994,2.0,0.0,Brazil,
1994-USA,group_stage,4-0 (2-0),Argentina,Greece,1994_USA_FS.htm#483-WC-94-I,Boston,1994,4.0,0.0,Argentina,
