edition,round,score,home_team,away_team,url,city,year,home_result,away_result,result,date
1970-MEXICO,group_stage,0-0 (0-0),Italy,Uruguay,1970_MEXICO_FS.htm#209-WC-70-I,Puebla,1970,0.0,0.0,draw,
1970-MEXICO,group_stage,2-1 (0-1),Romania,Czech Republic,1970_MEXICO_FS.htm#215-WC-70-I,Guadalajara,1970,2.0,1.0,Romania,
1970-MEXICO,group_stage,3-0 (0-0),Peru,Morocco,1970_MEXICO_FS.htm#221-WC-70-I,LeA3n,1970,3.0,0.0,Peru,
1970-MEXICO,group_stage,4-0 (1-0),Mexico,El Salvador,1970_MEXICO_FS.htm#204-WC-70-I,Mexico City,1970,4.0,0.0,Mexico,
1970-MEXICO,group_stage,1-1 (0-0),Sweden,Israel,1970_MEXICO_FS.htm#210-WC-70-I,Toluca,1970,1.0,1.0,draw,
1970-MEXICO,group_stage,1-0 (0-0),Brazil,England,1970_MEXICO_FS.htm#216-WC-70-I,Guadalajara,1970,1.0,0.0,Brazil,
1970-MEXICO,group_stage,5-2 (2-1),Germany,Bulgaria,1970_MEXICO_FS.htm#222-WC-70-I,LeA3n,1970,5.0,2.0,Germany,
1970-MEXICO,group_stage,2-0 (0-0),Russia,El Salvador,1970_MEXICO_FS.htm#205-WC-70-I,Mexico City,1970,2.0,0.0,Russia,
1970-MEXICO,group_stage,1-0 (0-0),Sweden,Uruguay,1970_MEXICO_FS.htm#211-WC-70-I,Puebla,1970,1.0,0.0,Sweden,
1970-MEXICO,group_stage,3-2 (2-1),Brazil,Romania,1970_MEXICO_FS.htm#217-WC-70-I,Guadalajara,1970,3.0,2.0,Brazil,
1970-MEXICO,group_stage,3-1 (3-1),Germany,Peru,1970_MEXICO_FS.htm#223-WC-70-I,LeA3n,1970,3.0,1.0,Germany,
1970-MEXICO,group_stage,1-0 (1-0),Mexico,Belgium,1970_MEXICO_FS.htm#206-WC-70-I,Mexico City,1970,1.0,0.0,Mexico,
1970-MEXICO,group_stage,0-0 (0-0),Italy,Israel,1970_MEXICO_FS.htm#212-WC-70-I,Toluca,1970,0.0,0.0,draw,
1970-MEXICO,group_stage,1-0 (0-0),England,Czech Republic,1970_MEXICO_FS.htm#218-WC-70-I,Guadalajara,1970,1.0,0.0,England,
1970-MEXICO,group_stage,1-1 (1-0),Bulgaria,Morocco,1970_MEXICO_FS.htm#224-WC-70-I,LeA3n,1970,1.0,1.0,draw,
1970-MEXICO,quarter_final,1-0 (0-0) (a.e.t.),Uruguay,Russia,1970_MEXICO_FS.htm#225-WC-70-II,Mexico City,1970,1.0,0.0,Uruguay,
1970-MEXICO,quarter_final,4-1 (1-1),Italy,Mexico,1970_MEXICO_FS.htm#226-WC-70-II,Toluca,1970,4.0,1.0,Italy,
1970-MEXICO,quarter_final,4-2 (2-1),Brazil,Peru,1970_MEXICO_FS.htm#227-WC-70-II,Guadalajara,1970,4.0,2.0,Brazil,
1970-MEXICO,quarter_final,3-2 (0-1) (a.e.t.),Germany,England,1970_MEXICO_FS.htm#228-WC-70-II,LeA3n,1970,3.0,2.0,Germany,
1970-MEXICO,semi_final,3-1 (1-1),Brazil,Uruguay,1970_MEXICO_FS.htm#229-WC-70-III,Guadalajara,1970,3.0,1.0,Brazil,
1970-MEXICO,semi_final,4-3 (1-0) (a.e.t.),Italy,Germany,1970_MEXICO_FS.htm#230-WC-70-III,Mexico City,1970,4.0,3.0,Italy,
1970-MEXICO,third_place,1-0 (1-0),Germany,Uruguay,1970_MEXICO_FS.htm#231-WC-70-IV,Mexico City,1970,1.0,0.0,Germany,
1970-MEXICO,final,4-1 (1-1),Brazil,Italy,1970_MEXICO_FS.htm#232-WC-70-V,Mexico City,1970,4.0,1.0,Brazil,
1974-FRG,qualification,0-2 (0-1),Malta,Hungary,1974_FRG_PR.htm,Valletta,1971,0.0,2.0,Hungary,
1974-FRG,qualification,1-0 (0-0),Algeria,Guinea,1974_FRG_PR.htm,Algiers,1972,1.0,0.0,Algeria,
1974-FRG,qualification,5-1 (2-0),Guinea,Algeria,1974_FRG_PR.htm,Conakry,1972,5.0,1.0,Guinea,
1974-FRG,qualification,4-0 (2-0),Portugal,Cyprus,1974_FRG_PR.htm,Lisboa,1972,4.0,0.0,Portugal,
1974-FRG,qualification,7-0 (5-0),Haiti,Puerto Rico,1974_FRG_PR.htm,Port-au-Prince,1972,7.0,0.0,Haiti,
1974-FRG,qualification,0-5 (0-2),Puerto Rico,Haiti,1974_FRG_PR.htm,San_Juan,1972,0.0,5.0,Haiti,
1974-FRG,qualification,4-0 (3-0),Austria,Malta,1974_FRG_PR.htm,Vienna,1972,4.0,0.0,Austria,
1974-FRG,qualification,0-0 (0-0),Lesotho,Zambia,1974_FRG_PR.htm,Maseru,1972,0.0,0.0,draw,
1974-FRG,qualification,3-0 (1-0),Hungary,Malta,1974_FRG_PR.htm,Budapest,1972,3.0,0.0,Hungary,
1974-FRG,qualification,0-1 (0-0),Cyprus,Portugal,1974_FRG_PR.htm,LevkosAa,1972,0.0,1.0,Portugal,
1974-FRG,qualification,4-0 (2-0),Belgium,Iceland,1974_FRG_PR.htm,"LiA""ge",1972,4.0,0.0,Belgium,
1974-FRG,qualification,0-4 (0-2),Iceland,Belgium,1974_FRG_PR.htm,Brugge,1972,0.0,4.0,Belgium,
1974-FRG,qualification,0-0 (0-0),Sweden,Hungary,1974_FRG_PR.htm,Stockholm,1972,0.0,0.0,draw,
1974-FRG,qualification,6-1 (3-1),Zambia,Lesotho,1974_FRG_PR.htm,Ndola,1972,6.0,1.0,Zambia,
1974-FRG,qualification,0-0 (0-0),Togo,Zaire,1974_FRG_PR.htm,LomA(c),1972,0.0,0.0,draw,
1974-FRG,qualification,2-0 (0-0),Austria,Sweden,1974_FRG_PR.htm,Vienna,1972,2.0,0.0,Austria,
1974-FRG,qualification,0-5 (0-3),Dahomey,Ghana,1974_FRG_PR.htm,Cotonou,1972,0.0,5.0,Ghana,
1974-FRG,qualification,4-0 (2-0),Zaire,Togo,1974_FRG_PR.htm,Kinshasa,1972,4.0,0.0,Zaire,
1974-FRG,qualification,1-0 (1-0),Finland,Albania,1974_FRG_PR.htm,Helsinki,1972,1.0,0.0,Finland,
1974-FRG,qualification,5-1 (2-0),Ghana,Dahomey,1974_FRG_PR.htm,Kumasi,1972,5.0,1.0,Ghana,
1974-FRG,qualification,2-0 (1-0),Kenya,Sudan,1974_FRG_PR.htm,Nairobi,1972,2.0,0.0,Kenya,
1974-FRG,qualification,1-0 (1-0),Sudan,Kenya,1974_FRG_PR.htm,Khartoum,1972,1.0,0.0,Sudan,
1974-FRG,qualification,4-1 (0-0),Norway,Iceland,1974_FRG_PR.htm,Stavanger,1972,4.0,1.0,Norway,
1974-FRG,qualification,2-1 (1-0),Nigeria,Congo,1974_FRG_PR.htm,Ibadan,1972,2.0,1.0,Nigeria,
1974-FRG,qualification,1-1 (0-1),Congo,Nigeria,1974_FRG_PR.htm,Brazzaville,1972,1.0,1.0,draw,
1974-FRG,qualification,3-2 (2-0),Canada,United States,1974_FRG_PR.htm,St_Johns,1972,3.0,2.0,Canada,
1974-FRG,qualification,0-1 (0-0),Canada,Mexico,1974_FRG_PR.htm,Toronto,1972,0.0,1.0,Mexico,
1974-FRG,qualification,2-2 (2-1),United States,Canada,1974_FRG_PR.htm,Baltimore,1972,2.0,2.0,draw,
1974-FRG,qualification,3-1 (1-0),Mexico,United States,1974_FRG_PR.htm,Mexico City,1972,3.0,1.0,Mexico,
1974-FRG,qualification,2-1 (1-1),Mexico,Canada,1974_FRG_PR.htm,Mexico City,1972,2.0,1.0,Mexico,
1974-FRG,qualification,1-2 (1-1),United States,Mexico,1974_FRG_PR.htm,Los Angeles,1972,1.0,2.0,Mexico,
1974-FRG,qualification,1-1 (0-0),Finland,Romania,1974_FRG_PR.htm,Helsinki,1972,1.0,1.0,draw,
1974-FRG,qualification,0-2 (0-0),Norway,Belgium,1974_FRG_PR.htm,Oslo,1972,0.0,2.0,Belgium,
1974-FRG,qualification,0-4 (0-3),Luxembourg,Italy,1974_FRG_PR.htm,Luxembourg,1972,0.0,4.0,Italy,
1974-FRG,qualification,5-0 (0-0),GDR,Finland,1974_FRG_PR.htm,Dresden,1972,5.0,0.0,GDR,
1974-FRG,qualification,1-0 (0-0),France,Russia,1974_FRG_PR.htm,Paris,1972,1.0,0.0,France,
1974-FRG,qualification,2-2 (0-2),Austria,Hungary,1974_FRG_PR.htm,Vienna,1972,2.0,2.0,draw,
1974-FRG,qualification,7-0 (5-0),Sweden,Malta,1974_FRG_PR.htm,GAPteborg,1972,7.0,0.0,Sweden,
1974-FRG,qualification,0-1 (0-1),Sierra Leone,Ivory Coast,1974_FRG_PR.htm,Freetown,1972,0.0,1.0,Ivory Coast,
1974-FRG,qualification,3-0 (1-0),Bulgaria,Northern Ireland,1974_FRG_PR.htm,Sofija,1972,3.0,0.0,Bulgaria,
1974-FRG,qualification,1-4 (1-2),Denmark,Scotland,1974_FRG_PR.htm,"KA,benhavn",1972,1.0,4.0,Scotland,
1974-FRG,qualification,1-2 (0-0),Ireland,Russia,1974_FRG_PR.htm,Dublin,1972,1.0,2.0,Russia,
1974-FRG,qualification,2-2 (1-0),Spain,Serbia,1974_FRG_PR_GD.htm#WC-74-I-1,Las Palmas,1972,2.0,2.0,draw,
1974-FRG,qualification,0-0 (0-0),Switzerland,Italy,1974_FRG_PR.htm,Bern,1972,0.0,0.0,draw,
1974-FRG,qualification,2-0 (2-0),Luxembourg,Turkey,1974_FRG_PR.htm,Luxembourg,1972,2.0,0.0,Luxembourg,
1974-FRG,qualification,2-0 (2-0),Romania,Albania,1974_FRG_PR.htm,Bucharest,1972,2.0,0.0,Romania,
1974-FRG,qualification,2-0 (1-0),Ivory Coast,Sierra Leone,1974_FRG_PR.htm,Abidjan,1972,2.0,0.0,Ivory Coast,
1974-FRG,qualification,9-0 (1-0),Netherlands,Norway,1974_FRG_PR.htm,Rotterdam,1972,9.0,0.0,Netherlands,
1974-FRG,qualification,11-1 (4-1),Trinidad and Tobago,Antigua,1974_FRG_PR.htm,Port_of_Spain,1972,11.0,1.0,Trinidad and Tobago,
1974-FRG,qualification,0-1 (0-1),Wales,England,1974_FRG_PR.htm,Cardiff,1972,0.0,1.0,England,
1974-FRG,qualification,2-0 (1-0),Scotland,Denmark,1974_FRG_PR.htm,Glasgow,1972,2.0,0.0,Scotland,
1974-FRG,qualification,2-1 (1-0),Ireland,France,1974_FRG_PR.htm,Dublin,1972,2.0,1.0,Ireland,
1974-FRG,qualification,1-0 (1-0),Serbia,Greece,1974_FRG_PR.htm,Belgrade,1972,1.0,0.0,Serbia,
1974-FRG,qualification,0-0 (0-0),Belgium,Netherlands,1974_FRG_PR.htm,Antwerpen,1972,0.0,0.0,draw,
1974-FRG,qualification,0-4 (0-3),Cyprus,Bulgaria,1974_FRG_PR.htm,LemesA3s,1972,0.0,4.0,Bulgaria,
1974-FRG,qualification,1-2 (0-2),Antigua,Trinidad and Tobago,1974_FRG_PR.htm,St_Johns,1972,1.0,2.0,Trinidad and Tobago,
1974-FRG,qualification,0-0 (0-0),Morocco,Senegal,1974_FRG_PR.htm,Rabat,1972,0.0,0.0,draw,
1974-FRG,qualification,0-2 (0-0),Malta,Austria,1974_FRG_PR.htm,Valletta,1972,0.0,2.0,Austria,
